id,tipo_zona,frente_lote,calle,forma_lote,nombre_zona,tipo_edificio,estilo,calidad_gral,condicion_gral,año_construccion,calidad_exteriores,material_exteriores,condicion_exteriores,calidad_sotano,condicion_sotano,tipo_sotano,calefaccion,calidad_calefaccion,aire_acondicionado,baños_completos,baños_medios,recamaras_sup,calidad_cocina,cuartos_sup,tipo_garage,terminado_garage,num_coches,calidad_garage,condicion_garage,año_venta,mes_venta,tipo_venta,condicion_venta,lat,long,area_sotano_m2,area_1er_piso_m2,area_2o_piso_m2,area_hab_m2,area_garage_m2,area_lote_m2,precio_miles,valor_misc_miles,precio_m2_miles
410,FV,85,Pave,Reg,Somerst,1Fam,2Story,8,5,2007,Gd,VinylSd,TA,Ex,TA,GLQ,GasA,Ex,Y,2,1,3,Ex,8,Attchd,Fin,3,TA,TA,2008,4,New,Partial,42.052191,-93.643479,96.061702,97.54814999999999,95.504284,193.052434,77.666908,1003.3524,339.75,0,1.759884571048713
411,RL,68,Pave,Reg,Edwards,1Fam,1Story,5,3,1958,TA,BrkComm,Fa,TA,Fa,Unf,GasA,TA,Y,1,0,3,TA,5,Attchd,Unf,1,TA,TA,2009,6,COD,Abnorml,42.0228,-93.66304,118.544228,118.544228,0,118.544228,32.51605,889.174613,60,0,0.5061402061684521
412,RL,100,Pave,Reg,Gilbert,2fmCon,1Story,5,5,1955,TA,Wd Sdng,TA,TA,TA,Rec,GasA,TA,N,1,0,3,TA,5,Attchd,Fin,2,TA,TA,2006,1,WD,Normal,42.027885,-93.615692,98.105568,98.105568,0,98.105568,53.140516,3219.08895,145,0,1.4779996992627369
413,FV,NA,Pave,IR2,Somerst,1Fam,1Story,7,5,2009,Ex,MetalSd,TA,Ex,TA,GLQ,GasA,Ex,Y,2,1,2,Gd,7,Attchd,Fin,2,TA,TA,2010,6,New,Partial,42.052191,-93.643479,136.56741,137.310634,0,137.310634,44.965052,409.051909,222,0,1.6167720848190097
414,RM,56,Pave,Reg,OldTown,1Fam,1Story,5,6,1927,TA,WdShing,TA,TA,TA,Unf,GasA,Gd,Y,1,0,2,TA,5,Detchd,Unf,2,TA,TA,2010,3,WD,Normal,42.028863,-93.615497,93.646224,95.504284,0,95.504284,33.44508,832.41088,115,0,1.204134465842391
415,RL,59,Pave,IR2,SawyerW,1Fam,2Story,7,5,1993,Gd,VinylSd,TA,Gd,TA,BLQ,GasA,Ex,Y,2,1,3,Gd,9,Attchd,Unf,3,TA,TA,2008,12,WD,Normal,42.03554,-93.685131,100.33524,100.33524,94.482351,194.817591,62.988234,1043.114884,228,0,1.1703255277394329
416,RL,73,Pave,IR1,Gilbert,1Fam,1Story,7,5,2007,Gd,VinylSd,TA,Gd,TA,GLQ,GasA,Ex,Y,2,0,3,Gd,6,Attchd,Fin,2,TA,TA,2007,8,New,Partial,42.027885,-93.615692,124.49002,124.49002,0,124.49002,36.789588,826.743797,181.134,0,1.45500820065737
417,RL,74,Pave,Reg,Sawyer,1Fam,2Story,6,7,1978,TA,HdBoard,TA,TA,TA,ALQ,GasA,TA,Y,1,1,3,TA,6,Attchd,Fin,2,TA,TA,2006,3,WD,Normal,42.033611,-93.669348,62.430816,62.430816,67.633384,130.0642,40.87732,728.731132,149.5,0,1.1494323572512652
418,RL,86,Pave,IR1,Crawfor,1Fam,2Story,6,6,1918,TA,Wd Sdng,TA,Gd,TA,BLQ,GasW,TA,N,2,1,4,TA,10,Detchd,Unf,3,TA,TA,2007,11,WD,Normal,42.025949,-93.620215,127.27711,127.27711,116.500362,243.777472,80.268192,2082.88526,239,0,0.9804023236404716
419,RL,60,Pave,Reg,Edwards,1Fam,1.5Fin,5,6,1940,TA,MetalSd,TA,TA,TA,ALQ,GasA,Fa,N,1,1,3,TA,7,Detchd,Unf,1,TA,TA,2007,4,WD,AdjLand,42.0228,-93.66304,70.234668,70.234668,35.117334,105.352002,22.29672,758.08848,126,0,1.1959905612424906
420,RL,65,Pave,Reg,NAmes,1Fam,1Story,5,6,1968,TA,VinylSd,TA,TA,TA,BLQ,GasA,Ex,Y,1,0,3,TA,6,Attchd,Unf,1,TA,TA,2010,7,WD,Normal,42.042966,-93.613556,98.105568,98.105568,0,98.105568,28.242512,785.03035,142,0,1.4474203951400597
421,RM,78,Pave,Reg,Mitchel,Duplex,SFoyer,7,5,1997,TA,VinylSd,Gd,Gd,Gd,GLQ,GasA,Ex,Y,2,0,2,TA,8,Attchd,Fin,4,TA,TA,2008,11,WD,Alloca,42.031307,-93.626967,124.861632,124.861632,0,124.861632,72.835952,655.89518,206.3,0,1.652228924895039
422,RL,NA,Pave,IR1,NWAmes,1Fam,1Story,6,7,1977,Gd,CemntBd,TA,Gd,TA,ALQ,GasA,Gd,Y,2,0,3,Gd,8,Attchd,Fin,2,TA,TA,2009,6,WD,Normal,42.051321,-93.633798,148.830606,148.830606,0,148.830606,49.145687,1545.441405,215,0,1.444595340826604
423,RL,100,Pave,Reg,Mitchel,1Fam,1Story,5,5,1954,TA,HdBoard,TA,TA,TA,Unf,GasA,Ex,Y,1,0,2,TA,4,Attchd,RFn,2,TA,TA,2008,2,WD,Normal,42.031307,-93.626967,91.788164,91.788164,0,91.788164,48.30956,2020.64025,113,0,1.231095547351835
424,RL,80,Pave,Reg,NoRidge,1Fam,2Story,8,5,1998,Gd,VinylSd,TA,Gd,TA,GLQ,GasA,Gd,Y,2,1,4,Gd,8,Attchd,Fin,3,TA,TA,2008,6,WD,Normal,42.050307,-93.656045,136.56741,136.56741,107.76748,244.33489,64.660488,854.7076,315,0,1.2892141601226088
425,RL,72,Pave,Reg,NAmes,1Fam,1Story,6,5,1956,TA,Wd Sdng,TA,Gd,TA,LwQ,GasA,Gd,Y,1,0,2,TA,6,Attchd,RFn,1,TA,TA,2008,5,WD,Normal,42.042966,-93.613556,111.111988,111.111988,0,111.111988,27.592191,836.127,139,0,1.2509901271859163
426,RM,60,Pave,Reg,OldTown,1Fam,2Story,7,8,1946,TA,HdBoard,Gd,TA,TA,Unf,GasA,Gd,Y,1,1,3,TA,6,Detchd,Unf,1,TA,TA,2009,9,WD,Normal,42.028863,-93.615497,60.479853,65.682421,63.359846,129.042267,22.29672,313.826334,135,0,1.0461688494669734
427,RL,NA,Pave,Reg,SawyerW,1Fam,SLvl,7,5,1989,Gd,Wd Sdng,TA,Gd,TA,GLQ,GasA,Gd,Y,2,0,2,Gd,5,Attchd,Fin,2,TA,TA,2009,8,WD,Normal,42.03554,-93.685131,141.026754,152.732532,0,152.732532,52.861807,1189.1584,275,0,1.8005332354471804
428,RL,77,Pave,IR1,NAmes,1Fam,1Story,4,6,1957,TA,MetalSd,TA,TA,TA,Rec,GasA,Ex,Y,1,0,3,TA,5,Detchd,Unf,1,TA,TA,2008,7,WD,Normal,42.042966,-93.613556,84.263021,84.263021,0,84.263021,32.701856,798.315479,109.008,0,1.293663563284777
429,RL,64,Pave,Reg,CollgCr,1Fam,1Story,7,5,2007,Gd,VinylSd,TA,Gd,TA,GLQ,GasA,Ex,Y,2,0,2,Gd,6,Attchd,RFn,2,TA,TA,2007,9,New,Partial,42.021051,-93.685643,112.226824,112.226824,0,112.226824,58.343084,628.210086,195.4,0,1.7411167226829838
430,RL,130,Pave,IR1,Timber,1Fam,1Story,6,5,1988,TA,HdBoard,TA,Gd,TA,GLQ,GasA,TA,Y,2,0,3,Gd,6,Attchd,Unf,2,TA,TA,2009,3,WD,Normal,41.998132,-93.648335,129.320976,131.179036,0,131.179036,53.512128,1064.389671,175,0,1.3340546274482457
431,RM,21,Pave,Reg,BrDale,Twnhs,2Story,6,5,1971,TA,HdBoard,TA,TA,TA,ALQ,GasA,TA,Y,1,1,2,TA,4,Detchd,Unf,1,TA,TA,2008,7,COD,Abnorml,42.0525,-93.628821,44.872149,44.872149,46.823112,91.695261,24.526392,156.07704,85.4,0,0.9313458413079821
432,RM,60,Pave,IR1,OldTown,1Fam,1.5Fin,6,7,1920,TA,MetalSd,TA,TA,TA,Unf,GasA,Gd,Y,1,0,4,TA,7,NA,NA,0,NA,NA,2008,9,ConLD,Abnorml,42.028863,-93.615497,83.705603,101.078464,10.21933,111.297794,0,518.956158,79.9,0,0.7178938335471412
433,RM,24,Pave,Reg,BrDale,TwnhsE,2Story,5,5,1971,TA,HdBoard,TA,TA,TA,ALQ,GasA,Ex,Y,1,1,2,TA,6,Detchd,Unf,2,TA,TA,2007,8,WD,Normal,42.0525,-93.628821,71.070795,71.070795,55.7418,126.812595,40.87732,178.37376,122.5,0,0.9659923763881655
434,RL,100,Pave,IR1,Gilbert,1Fam,2Story,6,5,1997,TA,VinylSd,TA,Gd,TA,Unf,GasA,Ex,Y,2,1,3,TA,7,Attchd,Fin,2,TA,TA,2008,7,WD,Normal,42.027885,-93.615692,86.028178,86.028178,62.988234,149.016412,43.66441,1006.9756169999999,181,0,1.2146313118852976
435,RM,21,Pave,Reg,MeadowV,Twnhs,SFoyer,4,7,1972,TA,CemntBd,Gd,Gd,TA,ALQ,GasA,Gd,Y,1,0,1,TA,3,NA,NA,0,NA,NA,2008,6,WD,Normal,41.991866,-93.602441,58.52889,58.52889,0,58.52889,0,175.58667,81,0,1.383931935152025
436,RL,43,Pave,IR2,CollgCr,1Fam,2Story,7,6,1996,Gd,VinylSd,TA,Gd,TA,GLQ,GasA,Ex,Y,2,1,3,Gd,6,Attchd,RFn,2,TA,TA,2009,4,ConLw,Normal,42.021051,-93.685643,74.229497,76.830781,77.48110199999999,154.311883,51.09665,990.996301,212,0,1.373841054094324
437,RM,40,Pave,Reg,OldTown,1Fam,1.5Fin,6,8,1920,TA,Stucco,TA,Fa,TA,Unf,GasA,TA,Y,1,0,2,TA,6,Detchd,Unf,2,TA,TA,2006,10,WD,Normal,42.028863,-93.615497,60.201144,68.190802,35.674752,103.865554,40.87732,408.7732,116,0,1.11682839529263
438,RM,50,Pave,Reg,BrkSide,1Fam,1.5Unf,6,7,1926,Gd,Wd Sdng,TA,TA,TA,Unf,GasA,Gd,Y,1,0,2,TA,4,Detchd,Unf,1,TA,TA,2009,1,WD,Normal,42.03359,-93.627552,82.126252,83.984312,0,83.984312,16.72254,557.418,119,0,1.4169312954543225
439,RL,40,Pave,Reg,Crawfor,1Fam,1Story,5,6,1913,TA,WdShing,TA,TA,TA,LwQ,GasA,TA,N,1,0,2,Gd,4,Detchd,Unf,1,Gd,TA,2007,3,WD,Normal,42.025949,-93.620215,40.87732,64.474682,0,64.474682,32.701856,397.62484,90.35,0,1.4013252519803043
440,RL,67,Pave,Reg,Edwards,1Fam,1.5Fin,6,8,1920,TA,Wd Sdng,TA,TA,Fa,Unf,GasA,Gd,Y,1,0,3,Gd,7,Detchd,Unf,2,TA,TA,2009,8,ConLI,Normal,42.0228,-93.66304,63.545652,63.545652,47.566336,111.111988,49.052784,1147.723662,110,0.8,0.9899921869816604
441,RL,105,Pave,Reg,NridgHt,1Fam,1Story,10,5,2008,Ex,VinylSd,TA,Ex,TA,GLQ,GasA,Ex,Y,2,0,2,Ex,10,Attchd,Fin,3,TA,TA,2009,4,WD,Normal,42.060356,-93.657107,287.441882,223.153006,0,223.153006,62.430816,1433.586193,555,0,2.4870827865971026
442,RL,92,Pave,Reg,Edwards,Duplex,1Story,4,4,1955,TA,VinylSd,TA,TA,TA,ALQ,GasA,TA,N,2,0,4,Fa,8,NA,NA,0,NA,NA,2008,9,WD,Normal,42.0228,-93.66304,133.78032,133.78032,0,133.78032,0,1124.869524,118,0,0.882043038916337
443,RM,52,Pave,Reg,BrkSide,1Fam,1.5Fin,5,7,1930,TA,MetalSd,TA,TA,TA,Unf,GasA,TA,Y,2,0,3,TA,8,Detchd,Unf,2,TA,TA,2008,6,WD,Normal,42.03359,-93.627552,100.149434,104.794584,41.341835,146.136419,33.44508,579.7147199999999,162.9,0,1.1147118638509954
444,RL,53,Pave,Reg,Blmngtn,TwnhsE,1Story,7,5,2006,Gd,WdShing,TA,Ex,TA,Unf,GasA,Ex,Y,2,0,2,Gd,6,Attchd,Fin,3,TA,TA,2007,6,New,Partial,42.062806,-93.639963,116.871974,116.871974,0,116.871974,60.201144,364.365566,172.5,0,1.475974043186778
445,RL,70,Pave,Reg,CollgCr,1Fam,2Story,7,5,1994,Gd,VinylSd,Gd,Gd,TA,GLQ,GasA,Ex,Y,2,1,4,Gd,8,Attchd,Unf,2,TA,TA,2008,7,WD,Normal,42.021051,-93.685643,85.00624499999999,86.678499,90.580425,177.258924,45.801179,812.90125,210,0,1.1847076314194482
446,RL,73,Pave,Reg,Edwards,1Fam,1Story,6,5,1956,TA,Wd Sdng,TA,TA,TA,Unf,GasA,Fa,Y,1,0,3,TA,7,Attchd,Unf,2,TA,TA,2009,11,COD,Normal,42.0228,-93.66304,133.408708,156.913167,0,156.913167,44.59344,915.559065,127.5,0,0.8125513138103956
447,RL,137,Pave,IR1,NAmes,1Fam,1Story,6,6,1966,Gd,BrkFace,TA,TA,TA,ALQ,GasA,Ex,Y,2,1,2,Gd,6,Attchd,Fin,2,TA,TA,2010,6,WD,Normal,42.042966,-93.613556,140.933851,175.400864,0,175.400864,53.697934,1532.156276,190,0,1.0832329765490778
448,RL,NA,Pave,IR1,Gilbert,1Fam,2Story,7,5,1998,Gd,VinylSd,TA,Gd,TA,Unf,GasA,Gd,Y,2,1,4,Gd,10,Attchd,Fin,2,TA,TA,2006,7,WD,Normal,42.027885,-93.615692,86.39979,88.815268,86.39979,175.215058,40.041193,1041.814242,199.9,0,1.140883679072834
449,RM,50,Pave,Reg,IDOTRR,1Fam,1.5Fin,6,6,1937,TA,MetalSd,TA,TA,TA,Unf,GasA,TA,Y,2,0,3,TA,7,Detchd,Unf,1,TA,TA,2006,6,WD,Normal,42.019208,-93.623401,72.46433999999999,72.46433999999999,55.370188,127.834528,18.394794,798.9658,119.5,0,0.9348022155641705
450,RM,50,Pave,Reg,OldTown,1Fam,1.5Fin,3,7,1948,TA,MetalSd,Gd,TA,TA,ALQ,GasA,Ex,Y,1,1,2,TA,6,Detchd,Unf,1,TA,TA,2007,6,WD,Normal,42.028863,-93.615497,60.294047,63.081137,46.823112,109.904249,28.614124,557.418,120,0,1.0918595149128403
451,RM,70,Pave,Reg,OldTown,1Fam,1Story,6,8,1930,TA,Wd Sdng,TA,TA,TA,Unf,GasA,Ex,Y,1,0,2,Gd,5,Detchd,Unf,1,Fa,Fa,2006,6,WD,Normal,42.028863,-93.615497,75.530139,75.530139,0,75.530139,25.08381,528.060652,110,0,1.4563722701476822
452,RL,62,Pave,IR1,ClearCr,1Fam,1Story,7,5,1975,TA,Plywood,TA,Gd,TA,ALQ,GasA,TA,Y,2,0,2,Gd,5,Attchd,Unf,2,TA,TA,2006,12,WD,Normal,42.025425,-93.675741,142.420299,142.420299,0,142.420299,53.512128,6573.909183,280,0,1.9660118814945051
453,RL,NA,Pave,IR1,Timber,1Fam,2Story,6,5,1996,Gd,VinylSd,TA,Ex,TA,ALQ,GasA,Ex,Y,2,1,3,TA,7,Attchd,Fin,2,TA,TA,2007,7,WD,Normal,41.998132,-93.648335,81.011416,82.49786399999999,80.639804,163.137668,39.205066,864.276609,204,0,1.250477602756955
454,FV,75,Pave,Reg,Somerst,1Fam,2Story,8,5,2008,Gd,VinylSd,TA,Gd,TA,Unf,GasA,Ex,Y,2,1,3,Gd,6,Attchd,RFn,2,TA,TA,2009,6,WD,Normal,42.052191,-93.643479,71.349504,73.021758,74.694012,147.71577,62.802428,836.127,210,0,1.421649157703338
455,RL,63,Pave,Reg,Mitchel,Duplex,1Story,5,5,1976,TA,Plywood,TA,TA,TA,ALQ,GasA,TA,Y,2,0,4,TA,8,Detchd,Unf,2,TA,TA,2006,7,WD,Family,42.031307,-93.626967,160.536384,160.536384,0,160.536384,52.02568,863.719191,188,0,1.1710740912166056
456,RL,80,Pave,Reg,NWAmes,1Fam,1Story,7,6,1973,TA,HdBoard,TA,TA,TA,ALQ,GasA,Fa,Y,1,1,3,TA,6,Attchd,Unf,2,TA,TA,2007,9,WD,Normal,42.051321,-93.633798,115.385526,115.385526,0,115.385526,49.052784,891.8688,175.5,0,1.5209879963627326
457,RM,34,Pave,Reg,OldTown,1Fam,2Story,5,5,1916,TA,AsbShng,TA,TA,TA,Unf,GasA,Fa,N,1,0,4,TA,7,Detchd,Unf,3,Fa,Fa,2008,5,COD,Abnorml,42.028863,-93.615497,57.971472,57.971472,66.89016,124.861632,47.659239,424.659613,98,0,0.7848688058153845
458,RL,NA,Pave,IR1,ClearCr,1Fam,1Story,4,6,1954,TA,Plywood,TA,Gd,TA,BLQ,GasA,Ex,Y,1,0,2,Gd,6,Attchd,Fin,2,TA,TA,2008,3,WD,Normal,42.025425,-93.675741,126.719692,154.497689,0,154.497689,49.145687,4944.947981,256,0,1.6569827138320494
459,RM,NA,Pave,Reg,OldTown,1Fam,2Story,8,7,1925,TA,Stucco,Gd,TA,TA,Unf,GasA,Fa,Y,1,0,3,Gd,7,Detchd,Unf,1,TA,TA,2008,6,WD,Normal,42.028863,-93.615497,54.626964,77.388199,77.388199,154.776398,21.181884,473.8053,161,0,1.0402102780554436
460,RL,NA,Pave,IR1,BrkSide,1Fam,1.5Fin,5,4,1950,TA,MetalSd,TA,TA,TA,LwQ,GasA,TA,Y,1,0,3,Gd,5,Detchd,Unf,1,TA,TA,2009,7,WD,Normal,42.03359,-93.627552,65.868227,90.952037,20.810272,111.762309,32.701856,651.714545,110,0,0.9842316339402043
461,FV,75,Pave,IR1,Somerst,1Fam,2Story,8,5,2009,Gd,VinylSd,TA,Gd,TA,GLQ,GasA,Ex,Y,2,1,3,TA,8,BuiltIn,Fin,2,TA,TA,2009,12,New,Partial,42.052191,-93.643479,77.295296,77.295296,102.472009,179.767305,51.282455999999996,743.595612,263.435,0,1.4654222023298398
462,RL,60,Pave,Reg,SWISU,1Fam,2Story,7,9,1936,Gd,Wd Sdng,Gd,Gd,Gd,ALQ,GasA,Ex,Y,1,0,3,Gd,6,Detchd,RFn,2,TA,TA,2009,4,WD,Normal,42.017578,-93.651283,52.02568,53.419225,52.02568,105.444905,53.512128,668.9016,155,0,1.469961967342092
463,RL,60,Pave,IR1,Sawyer,1Fam,1Story,5,5,1965,TA,MetalSd,TA,TA,TA,Rec,GasA,Gd,Y,1,0,3,TA,5,Detchd,Unf,1,TA,TA,2009,12,WD,Normal,42.033611,-93.669348,80.268192,80.268192,0,80.268192,33.44508,769.329743,62.383,0,0.777182074812399
464,RL,74,Pave,IR1,Crawfor,1Fam,2Story,6,7,1934,TA,Stucco,TA,TA,TA,LwQ,GasA,Fa,Y,1,1,3,TA,6,Detchd,Unf,1,TA,TA,2008,8,WD,Normal,42.025949,-93.620215,66.425645,78.874647,75.344333,154.21898,22.29672,1113.721164,188.7,0,1.2235848013000734
465,RL,60,Pave,Reg,CollgCr,1Fam,1Story,5,5,1978,TA,HdBoard,TA,Gd,TA,Rec,GasA,TA,Y,2,0,3,TA,5,NA,NA,0,NA,NA,2009,8,WD,Normal,42.021051,-93.685643,96.61912,96.61912,0,96.61912,0,783.17229,124,0,1.2833898714871343
466,RM,NA,Pave,Reg,Blmngtn,TwnhsE,1Story,7,5,2004,Gd,VinylSd,TA,Gd,TA,Unf,GasA,Ex,Y,2,0,2,Gd,6,Attchd,Fin,2,TA,TA,2006,5,WD,Normal,42.062806,-93.639963,127.741625,131.364842,0,131.364842,36.975394,285.398016,178.74,0,1.3606380312930304
467,RL,85,Pave,Reg,NAmes,1Fam,1Story,7,5,1970,TA,Plywood,Gd,TA,Gd,GLQ,GasA,TA,Y,1,0,2,TA,5,Attchd,Unf,2,TA,TA,2007,4,WD,Normal,42.042966,-93.613556,118.637131,118.637131,0,118.637131,48.866978,987.373084,167,0,1.4076537302642627
468,RL,79,Pave,Reg,NAmes,1Fam,2Story,5,7,1942,TA,MetalSd,TA,TA,TA,LwQ,GasA,Ex,Y,1,1,3,Gd,7,Attchd,Unf,1,TA,TA,2007,6,WD,Normal,42.042966,-93.613556,67.633384,82.49786399999999,70.234668,152.732532,28.985736,880.7204399999999,146.5,0,0.9591931599745889
469,RL,98,Pave,IR1,NridgHt,1Fam,1Story,8,5,2006,Gd,VinylSd,TA,Gd,TA,Unf,GasA,Ex,Y,2,0,3,Gd,7,Attchd,RFn,3,TA,TA,2007,5,WD,Normal,42.060356,-93.657107,151.060278,151.803502,0,151.803502,80.453998,1061.695484,250,0,1.6468658279042863
470,RL,76,Pave,IR1,SawyerW,1Fam,2Story,6,5,1993,Gd,HdBoard,TA,Gd,TA,GLQ,GasA,Ex,Y,2,1,3,Gd,7,Attchd,RFn,2,TA,TA,2008,6,WD,Normal,42.03554,-93.685131,77.295296,77.295296,81.568834,158.86413,47.008918,863.161773,187,0,1.1771064997491882
471,RL,NA,Pave,IR1,StoneBr,TwnhsE,1Story,8,5,1985,Gd,HdBoard,TA,Gd,TA,GLQ,GasA,TA,Y,1,1,1,Gd,4,Attchd,RFn,2,TA,TA,2010,6,WD,Normal,42.060752,-93.628955,138.239664,139.540306,0,139.540306,49.052784,633.59846,212,0,1.5192742948406608
472,RL,92,Pave,Reg,NWAmes,1Fam,2Story,7,6,1977,TA,WdShing,TA,Gd,TA,Unf,GasA,TA,Y,2,1,3,TA,8,Attchd,RFn,2,TA,TA,2007,11,WD,Normal,42.051321,-93.633798,75.065624,107.860383,75.065624,182.926007,49.610202,1110.376656,190,0,1.0386713355635648
473,RM,35,Pave,Reg,Edwards,TwnhsE,SLvl,6,5,2005,TA,VinylSd,TA,Gd,TA,GLQ,GasA,Ex,Y,1,0,2,TA,5,Basment,RFn,2,TA,TA,2008,6,WD,Normal,42.0228,-93.66304,50.817941,99.592016,0,99.592016,48.774074999999996,341.418525,148,0,1.486062898857274
474,RL,110,Pave,IR1,NridgHt,1Fam,1Story,8,5,2006,Gd,VinylSd,TA,Ex,TA,GLQ,GasA,Ex,Y,2,0,2,Gd,7,Attchd,RFn,3,TA,TA,2007,7,New,Partial,42.060356,-93.657107,183.576328,183.576328,0,183.576328,84.355924,1391.408231,440,0,2.396823189534546
475,RL,41,Pave,Reg,StoneBr,TwnhsE,1Story,8,5,2000,Gd,CemntBd,TA,Gd,TA,GLQ,GasA,Ex,Y,2,0,2,Ex,6,Attchd,RFn,2,TA,TA,2007,8,WD,Normal,42.060752,-93.628955,138.797082,153.475756,0,153.475756,46.358597,495.17298999999997,251,0,1.6354374563237206
476,RL,80,Pave,Reg,Sawyer,1Fam,1Story,5,6,1963,TA,HdBoard,TA,TA,TA,GLQ,GasA,TA,Y,1,0,2,TA,5,Detchd,Unf,2,TA,TA,2007,7,WD,Normal,42.033611,-93.669348,90.11591,90.11591,0,90.11591,57.971472,787.81744,132.5,0,1.4703286023522373
477,RL,75,Pave,Reg,CollgCr,1Fam,1Story,6,5,1997,TA,VinylSd,TA,Gd,TA,GLQ,GasA,Ex,Y,2,0,3,Gd,7,Attchd,Fin,2,TA,TA,2008,4,WD,Normal,42.021051,-93.685643,137.310634,138.704179,0,138.704179,47.194724,1219.351875,208.9,0,1.5060829565921008
478,RL,105,Pave,Reg,NridgHt,1Fam,2Story,9,5,2006,Ex,VinylSd,TA,Gd,TA,Unf,GasA,Ex,Y,2,1,3,Ex,9,BuiltIn,Fin,3,TA,TA,2007,3,WD,Normal,42.060356,-93.657107,200.020159,192.216307,53.326322,245.542629,64.474682,1272.120779,380,0,1.5475927807224057
479,RL,79,Pave,Reg,CollgCr,1Fam,1Story,8,5,2007,Gd,VinylSd,TA,Ex,TA,GLQ,GasA,Ex,Y,2,0,3,Gd,7,Attchd,RFn,3,TA,TA,2009,9,WD,Normal,42.021051,-93.685643,158.399615,159.607354,0,159.607354,76.737878,988.209211,297,0,1.86081651350476
480,RM,50,Pave,Reg,OldTown,1Fam,1Story,4,7,1937,TA,Stucco,TA,Fa,TA,Rec,GasA,TA,Y,1,0,2,TA,7,Detchd,Unf,2,TA,TA,2007,3,WD,Alloca,42.028863,-93.615497,84.263021,105.07329299999999,0,105.07329299999999,62.430816,550.450275,89.471,0,0.8515103833283307
481,RL,98,Pave,IR1,NridgHt,1Fam,1Story,9,5,2004,Gd,VinylSd,TA,Ex,TA,GLQ,GasA,Ex,Y,2,0,3,Gd,8,Attchd,Fin,3,TA,TA,2006,3,WD,Normal,42.060356,-93.657107,170.291199,171.87055,0,171.87055,71.721116,1489.513799,326,0,1.8967763819921446
482,RL,72,Pave,IR1,NridgHt,1Fam,1Story,9,5,2003,Gd,VinylSd,TA,Ex,TA,GLQ,GasA,Ex,Y,2,0,2,Ex,6,Attchd,Fin,3,TA,TA,2006,8,WD,Normal,42.060356,-93.657107,166.482176,166.482176,0,166.482176,81.197222,1100.528938,374,0,2.2464867350124016
483,RM,50,Pave,Reg,OldTown,1Fam,2Story,7,8,1915,Gd,Stucco,TA,TA,TA,ALQ,GasA,Ex,Y,1,1,4,Ex,7,Attchd,Unf,1,Fa,Fa,2009,6,WD,Normal,42.028863,-93.615497,84.54173,85.099148,84.54173,169.640878,15.236092,232.2575,155,0,0.9136948701715634
484,RM,32,Pave,Reg,Mitchel,Twnhs,1Story,6,5,1998,TA,VinylSd,TA,Ex,TA,GLQ,GasA,Ex,Y,2,0,2,TA,5,Attchd,Unf,2,TA,TA,2006,5,WD,Normal,42.031307,-93.626967,112.970048,112.970048,0,112.970048,37.347006,418.0635,164,0,1.4517122272976284
485,RL,NA,Pave,IR1,Sawyer,1Fam,1Story,5,7,1962,TA,HdBoard,Gd,TA,TA,ALQ,GasA,Gd,Y,1,0,3,Gd,6,Detchd,Unf,1,TA,TA,2007,3,WD,Normal,42.033611,-93.669348,92.810097,92.810097,0,92.810097,24.526392,720.741474,132.5,0,1.4276463906723424
486,RL,80,Pave,Reg,NAmes,1Fam,1Story,5,7,1950,Gd,MetalSd,TA,TA,TA,ALQ,GasA,Gd,Y,1,0,3,Gd,5,Attchd,Unf,1,TA,TA,2009,7,WD,Normal,42.042966,-93.613556,103.401039,103.401039,0,103.401039,24.526392,891.8688,147,0,1.421649157703338
487,RL,79,Pave,Reg,NAmes,1Fam,1Story,5,7,1965,TA,MetalSd,TA,TA,TA,ALQ,GasA,TA,Y,1,1,3,TA,6,Attchd,RFn,2,TA,TA,2007,6,WD,Normal,42.042966,-93.613556,99.684919,99.684919,0,99.684919,47.845045,955.878967,156,0,1.564930799612728
488,RL,70,Pave,IR1,NWAmes,1Fam,1Story,5,6,1971,TA,Plywood,TA,Gd,TA,ALQ,GasA,Gd,Y,2,0,3,TA,7,Attchd,Unf,2,TA,TA,2007,2,WD,Normal,42.051321,-93.633798,137.868052,137.868052,0,137.868052,45.243761,1137.411429,175,0,1.269329605092266
489,RL,60,Pave,Reg,OldTown,2fmCon,1.5Fin,5,4,1900,TA,Wd Sdng,Fa,TA,Fa,BLQ,GasA,TA,N,2,0,3,TA,10,Attchd,Unf,2,TA,Fa,2006,5,ConLD,Normal,42.028863,-93.615497,88.629462,164.066698,60.201144,224.267842,48.30956,1003.3524,160,0,0.7134326463086937
490,RM,21,Pave,Reg,MeadowV,Twnhs,SFoyer,4,8,1970,TA,CemntBd,Gd,Gd,TA,GLQ,GasA,TA,Y,1,0,1,Gd,3,Attchd,Unf,1,TA,TA,2009,5,WD,Normal,41.991866,-93.602441,58.52889,58.52889,0,58.52889,26.570258,141.769978,86,0,1.4693598323836314
491,RM,NA,Pave,Reg,MeadowV,TwnhsE,2Story,5,6,1976,TA,CemntBd,TA,Gd,TA,Unf,GasA,TA,Y,1,1,3,TA,4,BuiltIn,Fin,1,TA,TA,2008,6,WD,Normal,41.991866,-93.602441,24.526392,57.228248,63.917264,121.145512,31.215408,247.58649499999999,115,0,0.949271649452437
